additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,ground_rent,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 07/03/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/03/2025,The Kingsley is a beautifully presented four-bedroom family home with a DETACHED GARAGE. It features a large OPEN-PLAN KITCHEN and dining area with a UTILITY ROOM. There is also well-proportioned lounge which is the perfect place to relax with the family. Upstairs you will find three double bedro...,,https://www.rightmove.co.uk/properties/159163007#/?channel=RES_BUY,309995,159163007,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159163007#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 07/03/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/03/2025,The Kingsley is a beautifully presented four-bedroom family home with a detached garage. It features a large OPEN-PLAN KITCHEN and dining area with a UTILITY ROOM. There is also well-proportioned lounge which is the perfect place to relax with the family. Upstairs you will find THREE DOUBLE BEDRO...,,https://www.rightmove.co.uk/properties/159163010#/?channel=RES_BUY,307995,159163010,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159163010#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 08/02/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 08/02/2025,"A stunning detached family home with OPEN-PLAN DINING KITCHEN, FRENCH DOORS to the garden and a handy utility room. Downstairs, there is also a spacious lounge and plenty of storage throughout.  Upstairs, there are 4 DOUBLE BEDROOMS including the main with EN SUITE shower room. A modern family ba...",,https://www.rightmove.co.uk/properties/157997105#/?channel=RES_BUY,306995,157997105,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157997105#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 03/03/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2025,"A stunning detached family home with OPEN-PLAN DINING KITCHEN, French doors to the garden and a handy UTILITY ROOM. Downstairs, there is also a SPACIOUS LOUNGE and plenty of storage throughout.  Upstairs, there are 4 DOUBLE BEDROOMS including the main with EN SUITE SHOWER ROOM. A modern FAMILY BA...",,https://www.rightmove.co.uk/properties/158940635#/?channel=RES_BUY,304995,158940635,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158940635#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Reduced on 29/11/2024
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 29/11/2024,"5% DEPOSIT BOOST when you move in for SPRING | A stunning detached family home with open-plan dining kitchen, French doors to the garden and a handy utility room. Downstairs, there is also a spacious lounge and plenty of storage throughout.  Upstairs, there are 4 double bedrooms including the mai...",,https://www.rightmove.co.uk/properties/154530620#/?channel=RES_BUY,302995,154530620,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/154530620#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 17/03/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 17/03/2025,"MOVE IN FOR SPRING and secure a DEAL WORTH OVER £20,000 | On the ground floor, you will find an open plan kitchen with a dining area, separate utility and French doors to the garden. There's also a spacious lounge and some handy storage on the ground floor. Upstairs you'll find an en suite main b...",,https://www.rightmove.co.uk/properties/159500228#/?channel=RES_BUY,302995,159500228,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159500228#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Goshawk Court, Wynyard, TS22","Added on 23/01/2025
 by Anthony Jones Properties, Darlington",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/01/2025,"Positioned on a SOUGHT AFTER development within the exclusive Wynyard estate, this home offers the perfect balance of style, practicality, and comfort. This 4-BEDROOM DETACHED home is an excellent choice for families looking for a property that combines modern convenience and exceptional location",,https://www.rightmove.co.uk/properties/157258202#/?channel=RES_BUY,300000,157258202,1270sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157258202#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/160k/159722/158483831/159722_9add05ca-0a52-477f-9a22-18df4bc22e35_DOC_00_0001.pdf""]","Northfield Road, Billingham, TS22","Added on 20/02/2025
 by Northgate Estate Agents & Property Management, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 20/02/2025,"Nestled on the sought-after Wolviston Court, this impressive three-bedroom detached bungalow offers a harmonious blend of comfort and style.",,https://www.rightmove.co.uk/properties/158483831#/?channel=RES_BUY,300000,158483831,1287sq. ft,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158483831#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 21/02/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 21/02/2025,"MOVE IN FOR SPRING with a 5% DEPOSIT BOOST | Located in a CUL-DE-SAC, your new Kingsley home features a SPACIOUS LOUNGE, separate utility room and OPEN-PLAN dining kitchen. Enjoy a bright and airy ambience with FRENCH DOORS that lead to the SOUTH FACING GARDEN. Upstairs you will find 4 bedrooms i...",,https://www.rightmove.co.uk/properties/158579201#/?channel=RES_BUY,299995,158579201,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158579201#/?channel=RES_BUY,
,"Landseer Drive, Billingham","Added on 13/03/2025
 by Clarke Munro, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 13/03/2025,Clarke Munro are excited to bring to the market this fantastic four bedroom detached family home built by McLeans to the Oban design on the ever popular Wolviston Grange development. Sitting on a great plot this property has been improved throughout by the current owner and is presented to show...,,https://www.rightmove.co.uk/properties/159368336#/?channel=RES_BUY,299950,159368336,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159368336#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 03/02/2025
 by Barratt Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/02/2025,"MOVE IN FOR SPRING and secure a DEAL WORTH £20,590 | A stunning family home with OPEN-PLAN dining kitchen, FRENCH DOORS to the garden and a handy utility room. Downstairs, there is also a SPACIOUS LOUNGE and plenty of storage throughout.  Upstairs, there are 4 DOUBLE BEDROOMS including the main w...",,https://www.rightmove.co.uk/properties/157728014#/?channel=RES_BUY,297995,157728014,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157728014#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Reduced on 08/03/2025
 by Barratt Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 08/03/2025,"OPEN-PLAN GROUND FLOOR LAYOUT. The Denby is a three bedroom detached home with open-plan kitchen, dining area and lounge. French doors leads to your rear garden. A utility room is also located on the ground floor. On the first floor is the main bedroom with en suite shower room, as well as two fu...",,https://www.rightmove.co.uk/properties/159162998#/?channel=RES_BUY,284995,159162998,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159162998#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/40k/39332/158291708/39332_12595527_DOC_01_0000.pdf""]","Stubbs Close, Billingham","Added on 14/02/2025
 by Clarke Munro, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/02/2025,"Clarke Munro bring to the market this detached property which offers a well-designed space composed of four bedrooms and three bathrooms. On the ground floor, the house features an inviting living/dining room, a well designed modern kitchen opening into a practical laundry room, and a convenien...",,https://www.rightmove.co.uk/properties/158291708#/?channel=RES_BUY,275000,158291708,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158291708#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/153888527/1754_BIL108955_DOC_01_0001.pdf""]","The Stables, Wynyard, Billingham","Added on 17/10/2024
 by Manners & Harrison, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 17/10/2024,"This charming and rarely available three-bedroom cottage, located in the highly sought-after Wynyard area, is an absolute must-see! . Outside, the property features a private driveway with a garage, a covered rear courtyard perfect for relaxation, and a beautifully landscaped.",,https://www.rightmove.co.uk/properties/153888527#/?channel=RES_BUY,270000,153888527,,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/153888527#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/159097076/237755_33721823_DOC_03_0001.pdf""]","Skripka Drive, Wolviston Court, Billingham, TS22 5EZ","Added on 06/03/2025
 by Harper and Co Estate Agents, Teesside",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/03/2025,"For Sale With The Advantage Of No Onward Chain! Nestled In The Desirable Area Of Skripka Drive, Billingham, This Charming Detached House Offers A Perfect Blend Of Modern Living And Comfort.",,https://www.rightmove.co.uk/properties/159097076#/?channel=RES_BUY,270000,159097076,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159097076#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 10/03/2025
 by Barratt Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 10/03/2025,"STONE-BUILT FAMILY HOME. The Moresby is a spacious 3 bedroom home with ample storage options. This home has an open-plan kitchen with French doors to the garden, a spacious dual-aspect lounge, and a downstairs cloakroom. Upstairs you'll find 2 double bedrooms, including an en suite main bedroom, ...",,https://www.rightmove.co.uk/properties/159237782#/?channel=RES_BUY,269995,159237782,,for-sale,,Leasehold (40 years),40 years,end,https://www.rightmove.co.uk/properties/159237782#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/238k/237755/150123029/237755_33226964_DOC_02_0017.pdf""]","Eden Way, Off Wolviston Mill Lane, Wolviston Court, Billingham, TS22 5NU","Added on 15/01/2025
 by Harper and Co Estate Agents, Teesside",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/01/2025,"WATCH THE VIDEO! For Sale With The Advantage Of No Onward Chain & Vacant Possession - Nestled In The Sought-After Location Of Eden Way, Off Wolviston Mill Lane In Billingham, This Versatile Detached Bungalow Is A True Gem. Boasting Open Plan Kitchen/Diner, Conservatory, Three Bedrooms, And Two Ba...",,https://www.rightmove.co.uk/properties/150123029#/?channel=RES_BUY,265000,150123029,,for-sale,,Leasehold (5 years),5 years,detached bungal,https://www.rightmove.co.uk/properties/150123029#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Goshawk Court, Wynyard","Added on 02/11/2024
 by Michael Poole, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",E,GB,GBP,Added on 02/11/2024,"This is a Fabulously Positioned, Meticulously Kept David Wilson Built ‘Ingleby’ Design Detached House with Four Roomy Bedrooms, Two Bath/Shower Rooms & Detached Garage. A Genuine 'Must-See!'",,https://www.rightmove.co.uk/properties/154530500#/?channel=RES_BUY,265000,154530500,,for-sale,,Leasehold (50 years),50 years,detached h,https://www.rightmove.co.uk/properties/154530500#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/156249326/1754_BIL108973_DOC_01_0001.pdf""]","Goshawk Court, Wynyard, Billingham","Reduced on 13/01/2025
 by Manners & Harrison, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 13/01/2025,"Oozing a delightful kerb appeal and beautifully tucked away, in a cul de sac setting, enjoying a superb level of privacy to the front, side and rear, is this impeccably presented, four bedroom, detached family home.",,https://www.rightmove.co.uk/properties/156249326#/?channel=RES_BUY,265000,156249326,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156249326#/?channel=RES_BUY,
,"The Meadows, Wynyard, TS22 5GS","Added on 26/02/2025
 by JBrown, London",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"Experience luxury living in the prestigious Wynyard Park Estate. This stunning home boasts an open outlook front & rear, elegant interiors, and a private south facing landscaped garden. Set in an exclusive community, this is refined living at its finest.",,https://www.rightmove.co.uk/properties/158731229#/?channel=RES_BUY,255000,158731229,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/158731229#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/139774757/1754_BIL108542_DOC_01_0000.pdf""]","Silvermede Road, Wynyard, Billingham","Added on 11/09/2023
 by Manners & Harrison, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 11/09/2023,"Presented to a modern standard throughout, is this 3-4 bedroom, semi-detached town house, situated in a Wynyard location. Externally, to the front there is parking leading to a single garage and the rear garden has been lovingly upgraded.",,https://www.rightmove.co.uk/properties/139774757#/?channel=RES_BUY,255000,139774757,,for-sale,,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/139774757#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","The Meadows, Wynyard","Added on 26/02/2025
 by Michael Poole, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"We Think You're Going to Love This Meticulously Styled and Decorated Home. With a SOUTH Facing Garden, Modern Kitchen, Three Good Size Bedrooms and Detached Garage. It is Not One to Be Missed!",,https://www.rightmove.co.uk/properties/158711258#/?channel=RES_BUY,255000,158711258,,for-sale,,Leasehold (50 years),50 years,semi-detached h,https://www.rightmove.co.uk/properties/158711258#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Goldsmith Close, Wolviston Grange","Added on 14/06/2023
 by Michael Poole, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",E,GB,GBP,Added on 14/06/2023,"Bright, Modern, Cheerful and with A Southerly Facing Rear Garden, This Four Bedroom/Two Bathroom 'Miller Homes' Built Detached House Will Be Very Easy to Move Straight Into.",,https://www.rightmove.co.uk/properties/136062986#/?channel=RES_BUY,255000,136062986,,for-sale,,Leasehold (50 years),50 years,detached h,https://www.rightmove.co.uk/properties/136062986#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Brandon Close, Billingham, TS23 2TH","Added on 27/01/2025
 by EweMove, covering Middlesbrough & Redcar",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 27/01/2025,Positioned in a quiet cul-de-sac location this stunning home has all the trappings of modern living whilst retaining its charm and character.Immaculately presented throughout this place is sure to delight all who come to view.,,https://www.rightmove.co.uk/properties/157428464#/?channel=RES_BUY,255000,157428464,,for-sale,,Leasehold (20 years),20 years,detached h,https://www.rightmove.co.uk/properties/157428464#/?channel=RES_BUY,
"[""https://media.rightmove.co.uk/51k/50411/122104253/50411_31410169_DOC_00_0005.pdf""]","Wynyard Woods Self Build plots, Wynyard Village","Marketed by Robinsons Regency and Rural, Wynyard",0,0,,,GB,GBP,,*** 13 PLOTS NOW RESERVED**** ONLY 3 REMAINING SEE DRONE FOOTAGE An exciting and exclusive opportunity to purchase a self build plot within a prestigious and desirable location for 16 luxury homes. The self build parcel is located in the south west corner of the wider site nestled amongst...,,https://www.rightmove.co.uk/properties/122104253#/?channel=COM_BUY,252000,122104253,,for-sale,,FREEHOLD,,Not specified,https://www.rightmove.co.uk/properties/122104253#/?channel=COM_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/14k/13834/157696097/13834_33646663_DOC_01_0005.pdf""]","Whitehouse Road, Wolviston Court, Billingham","Added on 03/02/2025
 by Drummonds Estate Agents, BILLINGHAM",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/02/2025,"A rarely available and extended four bedroom semi-detached property located on one of Billingham most desirable roads. This spacious family home comprises; entrance porch, hallway, cloaks/WC, 29 ft. lounge, separate dining room, kitchen/breakfast room, utility room, four first floor bedrooms and...",,https://www.rightmove.co.uk/properties/157696097#/?channel=RES_BUY,250000,157696097,1700sq. ft,for-sale,,Leasehold (16 years),16 years,semi-detached h,https://www.rightmove.co.uk/properties/157696097#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Londonderry Close, Wynyard","Added on 28/01/2025
 by Michael Poole, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/01/2025,This Stunning Countryside Built ‘Longford ’ Design Three Bedroom Semi Detached Modern is Positioned in a Cul-De-Sac Position & Featuring a Westerly Facing Rear Garden & Stunning Open Plan Kitchen/Diner.,,https://www.rightmove.co.uk/properties/157468631#/?channel=RES_BUY,250000,157468631,,for-sale,,Leasehold (50 years),50 years,semi-detached h,https://www.rightmove.co.uk/properties/157468631#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Added on 07/03/2025
 by Barratt Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 07/03/2025,"STONE-BUILT HOME with parking for 2 CARS. The Maidstone is an ideal family home, designed with plenty of space for modern living. The ground floor has a spacious lounge and open-plan kitchen with dining area and French doors leading to the garden. On the first floor are two double bedrooms, with ...",,https://www.rightmove.co.uk/properties/159163004#/?channel=RES_BUY,249995,159163004,,for-sale,,Leasehold (40 years),40 years,end,https://www.rightmove.co.uk/properties/159163004#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Attenborough Way,
Wynyard,
Stockton on Tees
TS22 5JR","Added on 24/01/2025
 by David Wilson Homes North East",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 24/01/2025,"SEMI-DETACHED HOME with PRIVATE PARKING FOR 2 CARS at the front, OPEN-PLAN KITCHEN leading to SOUTH-WEST FACING GARDEN and EN SUITE TO MAIN BEDROOM. Plot 184 | The Archford | Highgrove, Wynyard | David Wilson Homes Step inside The Archford and discover a stylish open-plan kitchen diner - perf...",,https://www.rightmove.co.uk/properties/156100820#/?channel=RES_BUY,242995,156100820,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/156100820#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/2k/1754/155367944/1754_BIL109028_DOC_01_0001.pdf""]","Frosterley Grove, BILLINGHAM","Reduced on 06/03/2025
 by Manners & Harrison, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 06/03/2025,"Beautifully positioned at the head of a cul de sac location is this individually built, three bedroom, two reception room, detached bungalow, with resin bound driveway, and wrap around garden. There's parking to the front into the single garage and two really useful brick built storage units!!",,https://www.rightmove.co.uk/properties/155367944#/?channel=RES_BUY,240000,155367944,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/155367944#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Coleridge Road, Billingham","Added on 17/03/2025
 by Michael Poole, Billingham",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",D,GB,GBP,Added on 17/03/2025,"This First-Class Example of a Modern Style Four Bedroom Detached House Is Just So Easy to Move Straight Into. It Has Some Lovely Features Including a Really Smart Fitted Kitchen, Smart Modern Bath/Shower, Utility Room, Driveway & Garage.",,https://www.rightmove.co.uk/properties/159510773#/?channel=RES_BUY,240000,159510773,,for-sale,,Leasehold (50 years),50 years,detached h,https://www.rightmove.co.uk/properties/159510773#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Cayton Drive, Wolviston Court","Added on 18/02/2025
 by Michael Poole, Billingham",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",C,GB,GBP,Added on 18/02/2025,This Moore & Cartwright Built Semi Detached Offers Some Fantastic Internal Space & Comes to the Market with a CHAIN FREE Sale & In Ready to Move in Condition.,,https://www.rightmove.co.uk/properties/158421002#/?channel=RES_BUY,240000,158421002,,for-sale,,Leasehold (50 years),50 years,bungal,https://www.rightmove.co.uk/properties/158421002#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://www.purplebricks.co.uk/brochure/1719785""]","Wallington Road, Billingham, TS23","Added on 26/10/2024
 by Purplebricks, covering Teesside",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/10/2024,"For Sale With The Advantage of no onward chain.
This larger than average four-bedroom detached property presents an ideal opportunity for a growing family or those seeking a comfortable and convenient living space, high grange Billingham. The property benefits from UPVC double glazing and gas c...",,https://www.rightmove.co.uk/properties/154245158#/?channel=RES_BUY,240000,154245158,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/154245158#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/14k/13807/152591186/13807_33380204_DOC_00_0017.pdf""]","Londonderry Close, Wynyard, TS22 5WD","Reduced on 03/03/2025
 by Gowland White, Stockton-On-Tees",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 03/03/2025,"An immaculately presented three bedroom semi-detached home, built by Countryside Homes to their ‘Longford’ design, situated in the sought-after Siskin Park development. Enhanced with upgrades from the original builder's specification, this stylish home is in 'ready to move into' condition.",,https://www.rightmove.co.uk/properties/152591186#/?channel=RES_BUY,239999,152591186,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/152591186#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Hanzard Drive,
Wynyard, 
Stockton on Tees
TS22 5FD","Reduced on 09/09/2024
 by Barratt Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 09/09/2024,MOVE IN FOR SPRING WITH DEPOSIT BOOST | This bright and practical home is ideal for modern family living. The large open-plan kitchen with ample dining space has French doors leading out to the garden. The home also features a spacious lounge for all of the family to relax in. Upstairs the main b...,,https://www.rightmove.co.uk/properties/148089005#/?channel=RES_BUY,225995,148089005,,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/148089005#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/2k/1754/159412127/1754_BIL109158_DOC_01_0000.pdf""]","Hitchcock Gardens, Wynyard, Billingham","Added on 14/03/2025
 by Manners & Harrison, Billingham",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/03/2025,"Attention First-Time Buyers - Deposit Incentives Available! Step into this brand new, stunning, three-bedroom inner terrace family home, thoughtfully designed with modern fixtures and stylish finishes throughout!",,https://www.rightmove.co.uk/properties/159412127#/?channel=RES_BUY,225995,159412127,,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/159412127#/?channel=RES_BUY,Available (link not found)
